epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
40,0.6301418542861938,0.0002500000118743628,1.1629291772842407,0.6335078477859497,1.1379001140594482
41,0.6376401782035828,0.0002500000118743628,1.1534391641616821,0.6305363178253174,1.128343939781189
42,0.6429101824760437,0.0001250000059371814,1.1336508989334106,0.6472336053848267,1.091376543045044
43,0.648993730545044,0.0001250000059371814,1.1206345558166504,0.6536012291908264,1.068705439567566
44,0.6450677514076233,0.0001250000059371814,1.1050479412078857,0.6490731835365295,1.0806396007537842
45,0.6550772786140442,0.0001250000059371814,1.0954334735870361,0.6349228620529175,1.1152845621109009
46,0.6510805487632751,0.0001250000059371814,1.0882534980773926,0.6572803258895874,1.0559444427490234
47,0.6527075171470642,0.0001250000059371814,1.0872669219970703,0.646384596824646,1.0741815567016602
48,0.6597460508346558,0.0001250000059371814,1.0724517107009888,0.6579878330230713,1.0528032779693604
49,0.6538040041923523,0.0001250000059371814,1.0782431364059448,0.6640724539756775,1.036841869354248
50,0.6576946377754211,0.0001250000059371814,1.075807809829712,0.6439790725708008,1.0643305778503418
51,0.6596399545669556,0.0001250000059371814,1.0619441270828247,0.6574218273162842,1.048017978668213
52,0.6576592326164246,0.0001250000059371814,1.0683636665344238,0.6458185911178589,1.0654891729354858
53,0.6565628051757812,0.0001250000059371814,1.0619206428527832,0.6555823087692261,1.0556954145431519
54,0.659852147102356,0.0001250000059371814,1.0589045286178589,0.6411489844322205,1.0887781381607056
55,0.6664308905601501,6.25000029685907e-05,1.0443346500396729,0.6564313173294067,1.032431960105896
56,0.6671736240386963,6.25000029685907e-05,1.0305577516555786,0.6678930521011353,1.0138046741485596
57,0.6686238050460815,6.25000029685907e-05,1.02493155002594,0.6644969582557678,1.021324634552002
58,0.674318253993988,6.25000029685907e-05,1.019993782043457,0.6708645820617676,1.0117956399917603
59,0.6720545887947083,6.25000029685907e-05,1.017649531364441,0.6660534739494324,1.0088204145431519
